Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
1.0307419656527e-06;84;1803;1.93987385249485;GO:0010941 reg. of cell death;http://amigo.geneontology.org/amigo/term/GO:0010941;Tmbim4  Clu  Tnfrsf12a  Ddit3  Snca  Ptms  Herpud1  Tmem109  Sncb  Hspb6  Mcl1  Ccnl1  Actb  Psap  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Ntrk2  Cebpb  Sp110  Araf  Klf4  Eno2  Cdc42  Pttg1ip  Gadd45b  Hspa8  Crhr1  Ubb  Hsp90b1  Vdac1  Btg2  Fos  Hsp90aa1  Gadd45g  Trim35  Mapk8ip2  Hsp90ab1  Hspd1  Atf3  Nr4a2  Hspa5  Dnaja1  Phip  Gnai2  Ucp2  Egr3  Grn  Smpd1  Egr1  Ppp1r10  Ptpa  Atf4  Zfp36  Scg2  Jun  Socs3  Prnp  Brms1  Cdkn2d  Ckmt1  Ywhaz  Nr3c1  Ppp2r1a  Vdac2  Irs2  Cited2  Six1  Stat3  Irf1  Atp6v0c  Fth1  Cst3  Anxa5  Lzts2  Serbp1  Btg1  Ppp1r15a  Gapdh  Eno1b  Ptges3  Hsph1
2.92751061690328e-05;73;1631;1.87752291663769;GO:0043067 reg. of programmed cell death;http://amigo.geneontology.org/amigo/term/GO:0043067;Tmbim4  Clu  Tnfrsf12a  Ddit3  Ptms  Herpud1  Hspb6  Mcl1  Ccnl1  Actb  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Ntrk2  Cebpb  Sp110  Araf  Klf4  Cdc42  Pttg1ip  Gadd45b  Hspa8  Ubb  Hsp90b1  Vdac1  Btg2  Hsp90aa1  Gadd45g  Trim35  Mapk8ip2  Hsp90ab1  Snca  Hspd1  Atf3  Nr4a2  Hspa5  Dnaja1  Phip  Gnai2  Ucp2  Egr3  Grn  Smpd1  Ppp1r10  Ptpa  Zfp36  Scg2  Jun  Socs3  Prnp  Brms1  Cdkn2d  Ckmt1  Nr3c1  Sncb  Ppp2r1a  Vdac2  Egr1  Irs2  Cited2  Atf4  Six1  Atp6v0c  Cst3  Anxa5  Serbp1  Btg1  Ppp1r15a  Gapdh  Eno1b  Hsph1
3.4088918703866e-05;73;1652;1.86708256677687;GO:0009719 response to endogenous stimulus;http://amigo.geneontology.org/amigo/term/GO:0009719;Stat3  Nr4a1  Nr3c1  Nr4a2  Pkm  Irs2  Insig1  Ntrk2  Brms1  Atp1a2  Epha5  Egr1  Cited2  Zfp36  Npas4  Jun  Socs3  Cebpb  Fosb  Calr  Hspa8  Crhr1  Hsp90b1  Actr2  Btg2  Ddx5  Srsf5  Fos  Hsp90aa1  Bsg  Hsp90ab1  Caly  Hspd1  Hspa5  Pcna  Errfi1  Nsg1  Actb  Phip  Gnai2  Cdo1  Ucp2  Egr3  Klf9  Btg1  Egr2  Uqcrfs1  Stub1  Akap9  Atf4  Six1  Ier2  Klf2  Grb2  Rnf14  Jund  Prnp  Snrpn  Tmem38a  Acsl1  Ddit3  Hadha  Dnaja1  Adrm1  Ptges3  Irf1  Nrxn1  Actr3  Anxa5  Mat2a  Cfl1  Ctsl  Srsf3
5.67651701493778e-05;71;1600;1.86076738813057;GO:0042981 reg. of apoptotic proc.;http://amigo.geneontology.org/amigo/term/GO:0042981;Tmbim4  Clu  Tnfrsf12a  Ddit3  Ptms  Herpud1  Hspb6  Mcl1  Ccnl1  Actb  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Ntrk2  Cebpb  Sp110  Araf  Klf4  Cdc42  Pttg1ip  Gadd45b  Hspa8  Ubb  Hsp90b1  Vdac1  Btg2  Hsp90aa1  Gadd45g  Trim35  Mapk8ip2  Hsp90ab1  Snca  Hspd1  Atf3  Nr4a2  Hspa5  Dnaja1  Phip  Gnai2  Ucp2  Egr3  Grn  Smpd1  Ppp1r10  Ptpa  Zfp36  Scg2  Jun  Socs3  Prnp  Brms1  Cdkn2d  Ckmt1  Nr3c1  Sncb  Ppp2r1a  Vdac2  Egr1  Irs2  Cited2  Atf4  Six1  Anxa5  Serbp1  Btg1  Ppp1r15a  Gapdh  Eno1b  Hsph1
4.29250655096504e-06;90;2595;1.8155930871956;GO:0002376 immune system proc.;http://amigo.geneontology.org/amigo/term/GO:0002376;Lgals9  Prdx2  Wfdc2  Irf1  Ctsl  Akirin1  Tmem176a  Hspd1  Ifi44  Tmem176b  Scg2  Il18bp  Actb  Cebpb  Cdc42  Nfkbia  Fos  Nmi  Egr3  Irs2  Cd47  Actg1  Klf4  Rab3b  Calr  Stat3  Ifi35  Hspa8  Sqstm1  Crhr1  Dbnl  Hsp90aa1  Clu  Trim35  Alcam  Bsg  Pja2  Map3k8  Psmb8  Snca  Usp18  Ptms  Rab6a  Lamp1  Psmb10  St3gal4  Grn  Smpd1  Polr3k  Zfp36  Jun  Nfil3  Gapdh  Flot1  Sp110  Jund  Psmb9  Actr2  Id2  Sod1  Actr3  Lmo4  Cited2  Six1  Cebpd  Clptm1  Psap  Wdr1  Atp6ap1  Rtn4  Psme1  Ndfip1  Ecm1  Ppp3ca  Eif2ak1  Tiparp  Nfkbiz  Egr1  Adrm1  Atf4  Klf13  Klf2  Psme2b  Prnp  Gmpr2  Hspb1  Ywhaz  Igtp  Fth1  Hsph1
1.89450075450823e-06;97;2206;1.79899895682876;GO:0008219 cell death;http://amigo.geneontology.org/amigo/term/GO:0008219;Anxa6  Tmbim4  Clu  Tnfrsf12a  Ddit3  Snca  Hspd1  Ptms  Herpud1  Tmem109  Sncb  Hspb6  Mcl1  Ccnl1  Actb  Psap  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Atf4  Ntrk2  Cebpb  Sp110  Araf  Peg3  Puf60  Klf4  Eno2  Cdc42  Pttg1ip  Gadd45b  Hspa8  Sqstm1  Crhr1  Irf1  Ubb  Hsp90b1  Vdac1  Btg2  Ddx5  Fos  Hsp90aa1  Gadd45g  Vdac2  Trim35  Mapk8ip2  Hsp90ab1  Atf3  Nr4a2  Hspa5  Dnaja1  Nsg1  Mef2a  Lamp1  Phip  Pkm  Gnai2  Ucp2  Egr3  Grn  Smpd1  Egr1  Ppp1r10  Ptpa  Ppp1r15a  Gskip  Zfp36  Scg2  Six1  Jun  Socs3  Gapdh  Prnp  Brms1  Cdkn2d  Ckmt1  Ywhaz  Nr3c1  Ppp2r1a  Irs2  Cited2  Stat3  Atp6ap1  Atp6v0c  Fth1  Cst3  Anxa5  Lzts2  Serbp1  Btg1  Eno1b  Ptges3  Gm45234  Ctsl  Hsph1
1.34848076402563e-08;131;3454;1.77216125256073;GO:0010033 response to organic substance;http://amigo.geneontology.org/amigo/term/GO:0010033;Calr  Stat3  Hspa8  Hsp90b1  Ly6h  Nr4a1  Nr3c1  Hspd1  Nr4a2  Hspa5  Vcp  Herpud1  Pkm  Irs2  Stub1  Os9  Insig1  Ubqln2  Ntrk2  Igtp  Ifi47  Brms1  Klf4  Cdc42  Atp1a2  Dnaaf2  Nfkbia  Tuba1b  Hsp90ab1  Ddit3  Anxa5  Ecm1  Epha5  Egr2  Egr1  Cited2  Atf4  Zfp36  Npas4  Jun  Socs3  Cfl1  Cebpb  Nfil3  Eno1b  Hadhb  Actg1  Fosb  Eno2  Hspb1  Cnp  Homer1  Slc3a2  Crhr1  Acsl1  Irf1  Actr2  Btg2  Ddx5  Srsf5  Fos  Hsp90aa1  Clu  Sod1  Bsg  Caly  Snca  Rgs2  Nmi  Pcna  Map1lc3a  Ppp3ca  Akr1a1  Psmb2  Errfi1  Nsg1  Actb  Usp18  Phip  Gnai2  Cdo1  Ucp2  Egr3  Klf9  Tiparp  Btg1  Smpd1  Rnf139  Uqcrfs1  Mcl1  Akap9  Six1  Xrcc1  Ier2  Klf2  Cd47  Flot1  Grb2  Rnf14  Jund  Prnp  Cdkn2d  Snrpn  Eif4a2  Enah  Srsf7  Mat2a  Idi1  Spock2  Srsf3  Actr3  Tmem38a  Lgals9  Psap  Prdx2  Zbtb20  Hadha  Atf3  Dnaja1  Ndn  Adrm1  Ppp1r15a  Nnat  Ptges3  Nedd8  Nrxn1  Grn  Gapdh  Ctsl  Sdf4  Hsph1
2.39436828197384e-05;87;2026;1.76410014585412;GO:0012501 programmed cell death;http://amigo.geneontology.org/amigo/term/GO:0012501;Anxa6  Tmbim4  Clu  Tnfrsf12a  Ddit3  Hspd1  Ptms  Herpud1  Tmem109  Hspb6  Mcl1  Ccnl1  Actb  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Atf4  Ntrk2  Cebpb  Sp110  Araf  Peg3  Puf60  Klf4  Cdc42  Pttg1ip  Gadd45b  Hspa8  Sqstm1  Irf1  Ubb  Hsp90b1  Vdac1  Btg2  Ddx5  Hsp90aa1  Gadd45g  Vdac2  Trim35  Mapk8ip2  Hsp90ab1  Snca  Atf3  Nr4a2  Hspa5  Dnaja1  Nsg1  Mef2a  Lamp1  Phip  Pkm  Gnai2  Ucp2  Egr3  Grn  Smpd1  Ppp1r10  Ptpa  Ppp1r15a  Gskip  Zfp36  Scg2  Six1  Jun  Socs3  Gapdh  Prnp  Brms1  Cdkn2d  Ckmt1  Nr3c1  Sncb  Ppp2r1a  Egr1  Irs2  Cited2  Atp6v0c  Cst3  Anxa5  Serbp1  Btg1  Eno1b  Gm45234  Ctsl  Hsph1
0.000162059332374232;82;1972;1.70403254810286;GO:0006915 apoptotic proc.;http://amigo.geneontology.org/amigo/term/GO:0006915;Anxa6  Tmbim4  Clu  Tnfrsf12a  Ddit3  Hspd1  Ptms  Herpud1  Tmem109  Hspb6  Mcl1  Ccnl1  Actb  Hspb1  Prdx2  Sod1  Nr4a1  Mt1  Atf4  Ntrk2  Cebpb  Sp110  Araf  Peg3  Puf60  Klf4  Cdc42  Pttg1ip  Gadd45b  Hspa8  Sqstm1  Irf1  Ubb  Hsp90b1  Vdac1  Btg2  Ddx5  Hsp90aa1  Gadd45g  Vdac2  Trim35  Mapk8ip2  Hsp90ab1  Snca  Atf3  Nr4a2  Hspa5  Dnaja1  Nsg1  Mef2a  Phip  Gnai2  Ucp2  Egr3  Grn  Smpd1  Ppp1r10  Ptpa  Ppp1r15a  Gskip  Zfp36  Scg2  Six1  Jun  Socs3  Gapdh  Prnp  Brms1  Cdkn2d  Ckmt1  Nr3c1  Sncb  Ppp2r1a  Egr1  Irs2  Cited2  Anxa5  Serbp1  Btg1  Eno1b  Gm45234  Hsph1
1.46822078204829e-05;116;3162;1.60947900017259;GO:0070887 cellular response to chemical stimulus;http://amigo.geneontology.org/amigo/term/GO:0070887;Stat3  Prdx2  Hspa8  Ly6h  Sod1  Nr4a1  Akirin1  Nr3c1  Hspd1  Nr4a2  Hspa5  Vcp  Mt1  Herpud1  Pkm  Irs2  Stub1  Insig1  Scg2  Ntrk2  Igtp  Ifi47  Brms1  Fosb  Psap  Hspb1  Cdc42  Atp1a2  Rtn4  Id2  Nfkbia  Fos  Tuba1b  Hsp90ab1  Ddit3  Pcna  Ecm1  Epha5  Egr2  Egr1  Cited2  Atf4  Zfp36  Npas4  Jun  Socs3  Cebpb  Nfil3  Eno1b  Hadhb  Actg1  Jund  Prnp  Klf4  Calr  Atp6v0d1  Crhr1  Acsl1  Irf1  Atp6ap1  Hsp90b1  Actr2  Ddx5  Srsf5  Clu  Bsg  Caly  Snca  Sumo1  Nmi  Map1lc3a  Ppp3ca  Dnaja1  Akr1a1  Errfi1  Nsg1  Actb  Usp18  Mef2a  Phip  Gnai2  Ucp2  Egr3  Klf9  Tiparp  Smpd1  Selenof  Mcl1  Akap9  Os9  Gskip  Six1  Klf2  Cd47  Flot1  Grb2  Rnf14  Eif4a2  Enah  Srsf7  Mat2a  Spock2  Srsf3  Actr3  Tmem38a  Zbtb20  Atf3  Ndn  Adrm1  Ppp1r15a  Ptges3  Nrxn1  Anxa5  Fus  Cfl1  Gapdh
