Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
5.3351698944858e-05;28;329;2.94929930500171;GO:0044389 ubiquitin-like protein ligase binding;http://amigo.geneontology.org/amigo/term/GO:0044389;Ubc  Nedd8  Ubb  Sumo1  Map1lc3a  Calr  Hspa8  Sqstm1  Rtn4  Ywhae  Nfkbia  Hsp90aa1  Clu  Ywhaz  Tuba1b  Hsp90ab1  Atp6v0c  Psmd1  Hspa5  Dnaja1  Vcp  Cct2  Egr2  Stub1  Jun  Actg1  Cebpb  Hspd1
0.000183920459597661;29;373;2.67663355463485;GO:0061629 RNA polymerase II-specific DNA-binding transcription factor binding;http://amigo.geneontology.org/amigo/term/GO:0061629;Nr4a1  Nr4a2  Bhlhe40  Klf4  Calr  Stat3  Hspb1  Ddx5  Psma6  Nfkbia  Fos  Pitx1  Ddit3  Pcna  Dnaja1  Actb  Mef2a  Atf4  Jun  Cebpb  Rnf14  Jund  Brms1  Id2  Egr2  Cited2  Hes6  Ifrd1  Fus
0.0130903843968288;18;379;2.52155466323206;GO:0046982 protein heterodimerization activity;http://amigo.geneontology.org/amigo/term/GO:0046982;Ddit3  Mcl1  Nr4a2  Atf4  Npas4  Atp1a2  Ppp2r1a  Ywhae  Nr4a1  Taf3  Atp1b1  Atf3  Bhlhe40  Mef2a  Snx2  Cebpb  H3f3a  Hes6
0.00271272848737053;25;507;2.44654387636287;GO:0001228 DNA-binding transcription activator activity RNA polymerase II-specif;http://amigo.geneontology.org/amigo/term/GO:0001228;Ddit3  Atf4  Mef2a  Egr3  Jund  Klf4  Fosb  Fos  Pitx1  Nr4a1  Nr4a2  Ndn  Klf13  Cebpb  Cebpd  Stat3  Irf1  Nr3c1  Atf3  Egr2  Egr1  Npas4  Six1  Jun  Tsc22d1
0.00271272848737053;25;513;2.42931469413496;GO:0001216 DNA-binding transcription activator activity;http://amigo.geneontology.org/amigo/term/GO:0001216;Ddit3  Atf4  Mef2a  Egr3  Jund  Klf4  Fosb  Fos  Pitx1  Nr4a1  Nr4a2  Ndn  Klf13  Cebpb  Cebpd  Stat3  Irf1  Nr3c1  Atf3  Egr2  Egr1  Npas4  Six1  Jun  Tsc22d1
0.0283241260164876;19;407;2.27975340687865;GO:0033218 amide binding;http://amigo.geneontology.org/amigo/term/GO:0033218;Crhr1  Itm2b  Avpr1b  Prnp  Calr  Psap  Hspa8  Vdac1  Nfkbia  Vdac2  Clu  Hsp90ab1  Hadha  Ppp3ca  Clta  Cltb  Ctsl  Cst3  Anxa5
0.00280947803701919;31;500;2.16037238052163;GO:0140297 DNA-binding transcription factor binding;http://amigo.geneontology.org/amigo/term/GO:0140297;Nr4a1  Nr4a2  Ddit3  Bhlhe40  Atf4  Klf4  Calr  Stat3  Hspb1  Ddx5  Psma6  Nfkbia  Fos  Pitx1  Ywhaz  Pcna  Dnaja1  Actb  Mef2a  Jun  Cebpb  Rnf14  Jund  Brms1  Id2  Lmo4  Egr2  Cited2  Hes6  Ifrd1  Fus
0.00271272848737053;36;614;2.0358453633472;GO:0008134 transcription factor binding;http://amigo.geneontology.org/amigo/term/GO:0008134;Nr4a1  Nr4a2  Ddit3  Bhlhe40  Atf4  Klf4  Calr  Stat3  Hspb1  Ddx5  Psma6  Nfkbia  Fos  Pitx1  Ywhaz  Nop58  Pcna  Dnaja1  Actb  Mef2a  Six1  Jun  Cebpb  Rnf14  Jund  Brms1  Sumo1  Id2  Lmo4  Egr2  Cited2  Hes6  Ifrd1  Fus  Usp11  Eno1b
6.61153821077974e-06;105;2280;1.70753480681448;GO:0019899 enzyme binding;http://amigo.geneontology.org/amigo/term/GO:0019899;Ubc  Nedd8  Sqstm1  Ubb  Nell2  Sumo1  Map1lc3a  Actb  Mef2a  Rnf14  Brms1  Hspb1  Irs2  Ppp1r15a  Zfp36  Calr  Stat3  Psap  Eno2  Dnajb1  Cdc42  Hspa8  Hsp90b1  Vdac1  Rtn4  Ywhae  Nfkbia  Srsf5  Npc2  Hsp90aa1  Clu  Ywhaz  Mapk8ip2  Sod1  Tuba1b  Hsp90ab1  Pja2  Atp6v0c  Nr3c1  Dctn2  Hdhd2  Nop58  Tuba4a  Psmd1  Atp1b1  Hspa5  Pcna  Mapre1  Ecm1  Ppp3ca  Dnaja1  Vcp  Clta  Errfi1  Tmem106b  Gnb2  Lamp1  Terf2ip  Cct2  Rnf139  Egr2  Egr1  Ppp1r10  Ptpa  Stub1  Cited2  Os9  Atf4  Gskip  Paxx  Xrcc1  Jun  Ntrk2  Flot1  Grb2  Actg1  Ptges3  Jund  Cdkn2d  Lgals9  Atp6ap1  Rheb  Cebpb  Gapdh  Srsf3  Prnp  Klf4  Hnrnpa2b1  Pgam1  Arhgdia  Snca  Hspd1  Actr3  Cst3  Nsfl1c  Anxa5  Rab6a  Pebp1  Oaz1  Btg1  Adrm1  Cfl1  Eno1b  Igtp  Gm45234
0.00271272848737053;64;1530;1.66153241319274;GO:0044877 protein-containing complex binding;http://amigo.geneontology.org/amigo/term/GO:0044877;Wdr1  Dstn  Anxa6  Actr2  Dbnl  Actr3  Tpm3  Sparcl1  Arpc1a  Gnai2  Eif1  Irs2  Adrm1  Eif4h  Cfl1  Hspa5  Calr  Eno2  Homer1  Atp6v0d1  Sqstm1  Crhr1  Ddx5  Scfd1  Fos  Clu  Mapk8ip2  Kcnip2  Dctn2  Caly  Hadha  Snca  Hspd1  Nop58  Ndufa8  Pcna  Ppp3ca  Vcp  Clta  Gnb2  Phip  Snx2  Serbp1  Uqcrfs1  Zfp36  Npas4  Jun  Grb2  H3f3a  Prnp  Vdac1  Rtn4  Ywhae  Nfkbia  Ctsl  Ywhaz  Nrxn1  Nr3c1  Oaz1  Mcl1  Abcf1  Eif1a  Hadhb  Tusc3
