Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[sex]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[genotype]	Characteristics[injury]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[injury]	Factor Value[age]	Unit[time unit]
EXT037	ERS5599853	SAMEA7853374	Mus musculus	C57BL/6J	EXT037	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT037	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT037_S10_L001	SAMEA7853374	sequencing assay	ERX4978538	scrEXT037_S10_L001.bam	scrEXT037_S10_L001.bam	ERR5173650	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173650/scrEXT037_S10_L001.bam	scrEXT037_S10_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L001_R1_001.fastq.gz	scrEXT037_S10_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L001_R2_001.fastq.gz	scrEXT037_S10_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L001_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT037	ERS5599853	SAMEA7853374	Mus musculus	C57BL/6J	EXT037	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT037	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT037_S10_L002	SAMEA7853374	sequencing assay	ERX4978538	scrEXT037_S10_L002.bam	scrEXT037_S10_L002.bam	ERR5173651	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173651/scrEXT037_S10_L002.bam	scrEXT037_S10_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L002_R1_001.fastq.gz	scrEXT037_S10_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L002_R2_001.fastq.gz	scrEXT037_S10_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT037_S10_L002_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S13_L001	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S13_L001.bam	scrEXT144_mm10_S13_L001.bam	ERR5173652	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173652/scrEXT144_mm10_S13_L001.bam	scrEXT144_mm10_S13_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L001_R1_001.fastq.gz	scrEXT144_mm10_S13_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L001_R2_001.fastq.gz	scrEXT144_mm10_S13_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L001_I1_001.fastq.gz	none	14	month
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S13_L002	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S13_L002.bam	scrEXT144_mm10_S13_L002.bam	ERR5173653	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173653/scrEXT144_mm10_S13_L002.bam	scrEXT144_mm10_S13_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L002_R1_001.fastq.gz	scrEXT144_mm10_S13_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L002_R2_001.fastq.gz	scrEXT144_mm10_S13_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S13_L002_I1_001.fastq.gz	none	14	month
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S27_L001	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S27_L001.bam	scrEXT144_mm10_S27_L001.bam	ERR5173654	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173654/scrEXT144_mm10_S27_L001.bam	scrEXT144_mm10_S27_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L001_R1_001.fastq.gz	scrEXT144_mm10_S27_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L001_R2_001.fastq.gz	scrEXT144_mm10_S27_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L001_I1_001.fastq.gz	none	14	month
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S27_L002	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S27_L002.bam	scrEXT144_mm10_S27_L002.bam	ERR5173655	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173655/scrEXT144_mm10_S27_L002.bam	scrEXT144_mm10_S27_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L002_R1_001.fastq.gz	scrEXT144_mm10_S27_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L002_R2_001.fastq.gz	scrEXT144_mm10_S27_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L002_I1_001.fastq.gz	none	14	month
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S27_L003	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S27_L003.bam	scrEXT144_mm10_S27_L003.bam	ERR5173656	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173656/scrEXT144_mm10_S27_L003.bam	scrEXT144_mm10_S27_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L003_R1_001.fastq.gz	scrEXT144_mm10_S27_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L003_R2_001.fastq.gz	scrEXT144_mm10_S27_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L003_I1_001.fastq.gz	none	14	month
EXT144	ERS5599854	SAMEA7853375	Mus musculus	C57BL/6J	EXT144	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT144	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT144_mm10_S27_L004	SAMEA7853375	sequencing assay	ERX4978539	scrEXT144_mm10_S27_L004.bam	scrEXT144_mm10_S27_L004.bam	ERR5173657	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173657/scrEXT144_mm10_S27_L004.bam	scrEXT144_mm10_S27_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L004_R1_001.fastq.gz	scrEXT144_mm10_S27_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L004_R2_001.fastq.gz	scrEXT144_mm10_S27_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT144_mm10_S27_L004_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S14_L001	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S14_L001.bam	scrEXT145_mm10_S14_L001.bam	ERR5173658	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173658/scrEXT145_mm10_S14_L001.bam	scrEXT145_mm10_S14_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L001_R1_001.fastq.gz	scrEXT145_mm10_S14_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L001_R2_001.fastq.gz	scrEXT145_mm10_S14_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L001_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S14_L002	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S14_L002.bam	scrEXT145_mm10_S14_L002.bam	ERR5173659	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173659/scrEXT145_mm10_S14_L002.bam	scrEXT145_mm10_S14_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L002_R1_001.fastq.gz	scrEXT145_mm10_S14_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L002_R2_001.fastq.gz	scrEXT145_mm10_S14_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S14_L002_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S28_L001	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S28_L001.bam	scrEXT145_mm10_S28_L001.bam	ERR5173660	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173660/scrEXT145_mm10_S28_L001.bam	scrEXT145_mm10_S28_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L001_R1_001.fastq.gz	scrEXT145_mm10_S28_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L001_R2_001.fastq.gz	scrEXT145_mm10_S28_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L001_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S28_L002	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S28_L002.bam	scrEXT145_mm10_S28_L002.bam	ERR5173661	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173661/scrEXT145_mm10_S28_L002.bam	scrEXT145_mm10_S28_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L002_R1_001.fastq.gz	scrEXT145_mm10_S28_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L002_R2_001.fastq.gz	scrEXT145_mm10_S28_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L002_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S28_L003	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S28_L003.bam	scrEXT145_mm10_S28_L003.bam	ERR5173662	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173662/scrEXT145_mm10_S28_L003.bam	scrEXT145_mm10_S28_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L003_R1_001.fastq.gz	scrEXT145_mm10_S28_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L003_R2_001.fastq.gz	scrEXT145_mm10_S28_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L003_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S28_L004	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S28_L004.bam	scrEXT145_mm10_S28_L004.bam	ERR5173663	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173663/scrEXT145_mm10_S28_L004.bam	scrEXT145_mm10_S28_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L004_R1_001.fastq.gz	scrEXT145_mm10_S28_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L004_R2_001.fastq.gz	scrEXT145_mm10_S28_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S28_L004_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S9_L001	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S9_L001.bam	scrEXT145_mm10_S9_L001.bam	ERR5173664	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173664/scrEXT145_mm10_S9_L001.bam	scrEXT145_mm10_S9_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L001_R1_001.fastq.gz	scrEXT145_mm10_S9_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L001_R2_001.fastq.gz	scrEXT145_mm10_S9_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L001_I1_001.fastq.gz	none	14	month
EXT145	ERS5599855	SAMEA7853376	Mus musculus	C57BL/6J	EXT145	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT145	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT145_mm10_S9_L002	SAMEA7853376	sequencing assay	ERX4978540	scrEXT145_mm10_S9_L002.bam	scrEXT145_mm10_S9_L002.bam	ERR5173665	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173665/scrEXT145_mm10_S9_L002.bam	scrEXT145_mm10_S9_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L002_R1_001.fastq.gz	scrEXT145_mm10_S9_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L002_R2_001.fastq.gz	scrEXT145_mm10_S9_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT145_mm10_S9_L002_I1_001.fastq.gz	none	14	month
