"Correlation","Group","Dataset1","Dataset2","SameDataset"
-0.000140465885665744,"Random shuffle","Kučka 2021 - F","Kučka 2021 - F","TRUE"
0.0373010122749622,"Random shuffle within","Kučka 2021 - F","Kučka 2021 - F","TRUE"
0.487189238041442,"Within cluster","Kučka 2021 - F","Kučka 2021 - F","TRUE"
0.0451744985080157,"Between clusters","Kučka 2021 - F","Kučka 2021 - F","TRUE"
8.90027327974689e-05,"Random shuffle","Kučka 2021 - F","Kučka 2021 - F","TRUE"
0.453128426264774,"Random shuffle within","Kučka 2021 - F","Kučka 2021 - F","TRUE"
0.0742140471252607,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0161584882311126,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0624273291725782,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0188129584047023,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.308853964711083,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0234647449828312,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0371000351360028,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.00982345482326381,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0266281075606502,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0164064004790716,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0445571557612552,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0257300613194015,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0158450683207613,"Within cluster","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.010173634599796,"Between clusters","Ruf-Zamojski 2021 - F","Kučka 2021 - F","FALSE"
0.0281801573443251,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00862670862577258,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0284884781357798,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00763213103247518,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.020531758304204,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00694759477317077,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0311510413563752,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00559354047044443,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0277549141808438,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0100895081787602,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0142895833716801,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0098757538391586,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0521069529610369,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00975278797077724,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00411738332589519,"Within cluster","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.00416438913810769,"Between clusters","Allensworth 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0496534255222175,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0247696763062017,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0818937874036701,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0198448981743083,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0621420713272759,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0186398500681568,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0265267663249709,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0200569206349325,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0507234800821115,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0214708395441356,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0723101842077622,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0225036336329293,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0530559087463927,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0290632363751353,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0171373148729427,"Within cluster","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.017388000379072,"Between clusters","Fletcher 2019 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0458400486271127,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0333789259563446,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.110080476344928,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0323103982442132,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0704571333110331,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0284016960796026,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0708532697025921,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0299415143754004,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0828352385921187,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0455031152299602,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.081930241003932,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0435865933050934,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.116452940202589,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0504928760416041,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0185940935753019,"Within cluster","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.0247793374767847,"Between clusters","Kučka 2021 - F","Ruf-Zamojski 2021 - F","FALSE"
0.131315554095622,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0328318966071186,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.000119644454265819,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0870009474172144,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.220218255549217,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.00536452868431332,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.000111537716947717,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.17592879110134,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.197962983888866,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.00471602821854635,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-1.95509555334858e-06,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.139446162816959,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.136390667611733,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.0109704240864305,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
9.69727713057552e-05,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0557012045125492,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.131132845290855,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.0247197290321796,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
7.81651122137112e-05,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0647067592429763,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0833419294638733,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.00508044646278453,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
6.92526591781238e-05,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0373234278901416,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.136439052153788,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
-0.0176666792669866,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.000414691350832846,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0830591342702777,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.054747577932292,"Within cluster","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0225172737066586,"Between clusters","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.000122918051493944,"Random shuffle","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
0.0270132019403049,"Random shuffle within","Ruf-Zamojski 2021 - F","Ruf-Zamojski 2021 - F","TRUE"
