Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
3.25899124246786e-06;45;329;2.43730598777845;GO:0044389 ubiquitin-like protein ligase binding;http://amigo.geneontology.org/amigo/term/GO:0044389;Ubc  Gabarap  Ubb  Rps27a  Map1lc3a  Gabarapl2  Txnip  Trib1  Ckb  Tubb5  Fbxo7  Cacybp  Hspa8  Rtn4  Ywhae  Per1  Nfkbia  Hsp90aa1  Ripk1  Vcl  Clu  Tuba1b  Tmbim6  Cdkn1a  Hsp90ab1  Atp6v0c  Arih1  Pa2g4  Hspa5  Bcl10  Dnaja1  Vcp  Uchl1  Rnf34  Chek2  Usp2  Egr2  Stat2  Mul1  Jun  Actg1  Tcp1  Cebpb  Hspd1  Dnajb2
0.00110874192012121;31;379;2.23302867825568;GO:0046982 protein heterodimerization activity;http://amigo.geneontology.org/amigo/term/GO:0046982;Bax  Ddit3  Mcl1  Nr4a2  Atf4  Npas4  Fbxo7  Phb2  Atp1a2  Ppp2r1a  Ywhah  Ppp2ca  Ywhae  Nr4a1  Vapa  Atp1b1  Atf3  Bhlhe40  Bhlhe41  Tpm4  Gadd45a  Taf7  Cebpb  H3f3a  Chrac1  Atf2  Mapk6  Sgta  Bcl10  Tpm2  Hes6
0.000276339910062125;38;331;2.19203418376895;GO:0003729 mRNA binding;http://amigo.geneontology.org/amigo/term/GO:0003729;Zfp385a  Slbp  G3bp1  Srsf5  Pabpc1  Celf4  Rps14  Eif4a3  Cstf3  Fubp1  Khdrbs1  Cnbp  Ythdc1  Upf3b  Pcf11  Mrps7  Pcbp1  Srrm4  Ssb  Eif2s2  Gm2000  Noct  Mbd2  Pkm  Zfp36  Hnrnpa2b1  Rps5  Ddx5  Hsp90aa1  Arc  Tra2b  Sf3b1  Rps3  Eef1a1  Gnl3  Rps2  Nup98  Srsf3
0.000689137306876309;50;747;1.87705516989404;GO:0005198 structural molecule activity;http://amigo.geneontology.org/amigo/term/GO:0005198;Rpl13  Tubb6  Tubb5  Rpl8  Rpl15  Rps27a  Mrpl57  Tuba1b  Rps14  Psmd13  Rpl14  Tuba4a  Actb  Sec13  Rps3  Rpl4  Rps29  Tubb4b  Rpl22l1  Rps19  Rps2  Mrps7  Rpl9  Mrps16  Rpl18  Rpl3  Actg1  Gm2000  Rps27  Hmox1  Homer1  Arpc5  Rps18  Rps5  Vcl  Mrpl43  Rps24  Hp1bp3  Mrps11  Rpl10a  Fau  Nexn  Rpl18a  H3f3a  Rpl17  Nup98  Magi2  Sparc  Efemp1  Tpm2
0.000635570875397717;52;500;1.86340385956754;GO:0140297 DNA-binding transcription factor binding;http://amigo.geneontology.org/amigo/term/GO:0140297;Nr4a1  Nr4a2  Bcl10  Ddit3  Bhlhe40  Bhlhe41  Atf4  Klf4  Stat3  Hspb1  Ccnt1  Srf  Nfe2l2  Ywhah  Ddx5  Nfkbia  Snw1  Fos  Pitx1  Sub1  Nucks1  Atf2  Pcna  Eif4e  Gtf2b  Dnaja1  Naaa  Actb  Rps3  Trib1  Wbp2  Arid5a  Dusp26  Cxxc5  Taf7  Jun  Cebpb  Chchd2  Jund  Id2  Per1  Egr2  Cited2  Setd3  Tpt1  Hes6  Cry2  Ifrd1  Ctcf  Ptma  Ppid  Hdac11
0.000276339910062125;62;614;1.80289610498512;GO:0008134 transcription factor binding;http://amigo.geneontology.org/amigo/term/GO:0008134;Per1  Nr4a1  Nr4a2  Bcl10  Gtf2b  Ddit3  Bhlhe40  Bhlhe41  Atf4  Klf4  Stat3  Hspb1  Ctcf  Ccnt1  Srf  Nfe2l2  Ywhah  Ddx5  Nr1d1  Nfkbia  Snw1  Fos  Pitx1  Sub1  Nop58  Nucks1  Atf2  Pcna  Eif4e  Dnaja1  Naaa  Actb  Rps3  Trib1  Wbp2  Arid5a  Six3  Dusp26  Cxxc5  Fbl  Zfp644  Taf7  Six1  Jun  Cebpb  Thra  Chchd2  Jund  Eloc  Id2  Egr2  Cited2  Setd3  Tpt1  Hes6  Cry2  Ifrd1  Ptma  Psmc2  Eno1b  Ppid  Hdac11
2.74752013107644e-06;108;1160;1.72199775855628;GO:0003723 RNA binding;http://amigo.geneontology.org/amigo/term/GO:0003723;Zfp385a  Rpl13  Rpl8  Slbp  Ewsr1  Rpl15  G3bp1  Ddx39b  Hnrnph3  Ddx50  Hnrnpab  Srsf5  Mbnl2  Pabpc1  Srsf7  Celf4  Rps14  Eif4a3  Rpl14  Nop58  Cstf3  Fubp1  Eif4e  Khdrbs1  Eif3i  Cnbp  Rpl4  Eif1  Ythdc1  Upf3b  Rpl22l1  Rps19  Pcf11  Mrps7  Fbl  Pcbp1  Srsf11  Rpl18  Rpl3  U2af1  Snu13  Srrm4  Ssb  Srsf3  Eif2s2  Gm2000  Rps27  Hnrnpa2b1  Ccnt1  Srf  Noct  Cdh2  Mbd2  Ppme1  Pkm  Arid5a  Zfp36  Socs3  Jmjd6  Eno1b  Hadhb  Ilf2  Puf60  Ranbp2  Stat3  Ptbp1  Rps18  Slc3a2  Cars  Rps5  Hspa8  Ddx5  Papola  Hsp90aa1  Pabpn1  Arc  Tra2b  Eif4a2  Tuba1b  Hsp90ab1  Pa2g4  Thoc3  Sf3b1  Eprs  Rbm39  Zranb2  Tra2a  Eif3c  Rps3  Tubb4b  Eef1a1  Rpl10a  Ppp1r10  Isg20  Ddx24  Gnl3  Rps2  Tst  Rpl9  Eif1a  Rpl17  Nup98  Csde1  Eif5a  Alkbh1  Hspd1  Eef2  Thra
9.75789432659674e-06;120;1530;1.60043651327808;GO:0044877 protein-containing complex binding;http://amigo.geneontology.org/amigo/term/GO:0044877;Rad23a  Wdr1  P3h4  Arpc5  Capza2  Dstn  Anxa6  Sparc  Gnas  Eif6  Tpm3  Tpm2  Hp1bp3  Sparcl1  Malsu1  Iqgap1  Adam9  Cngb1  Tpm4  Ldlr  Gnai2  Gna11  Eef2  Eif1  Irs2  Adrm1  Cfl1  Jmjd6  Cfl2  Apoe  Lztfl1  Hspa5  Bag3  Thra  Tubb5  Hmgn2  Eno2  Ppp1cc  Sgta  Homer1  Kctd2  Crhr1  Ndel1  Hnrnpab  Pttg1  Ddx5  Scfd1  Fos  Ripk1  Vcl  Clu  Cdkn1a  Gnb3  Pim1  Pi4k2a  Dctn2  Caly  Hspd1  Nop58  Atf2  Pcna  Ptpn1  Ppp3ca  Bcl10  Vcp  Khdrbs1  Gnb2  Rps3  Uqcrc2  Tnni3  Nexn  Cir1  Zfp36  Npas4  Fbl  Taf7  Rap1b  Jun  Map1b  Nap1l4  Grb2  H3f3a  Syne2  Serpinh1  Eif5a  Prnp  Ranbp2  Bax  Napa  Ywhab  Ddx39b  Ppp2ca  Rtn4  Dynll2  Ywhae  Vamp2  Nfkbia  Vapa  Nrxn1  Cdh2  Nr3c1  Hras  Eif4a3  Homer2  Dnajb2  Eif3c  Syp  Oaz1  Clic4  Mcl1  Magi2  Rps2  Eif1a  Hadhb  Ube2s  Top1  Gm2000  Eloc  Prmt1  Tusc3
2.6655593812831e-06;180;2280;1.50518366245835;GO:0019899 enzyme binding;http://amigo.geneontology.org/amigo/term/GO:0019899;Fbxo7  Rhoc  Pard6a  Ubc  Gabarap  Ubb  Rps27a  Nell2  Tmbim6  Arih1  Map1lc3a  Bcl10  Lrpap1  Actb  Gabarapl2  Trib1  Siah2  Txnip  Pcf11  Bod1  Camk2n1  Ywhag  Hspb1  Rassf1  Ccnt1  Dnajc3  Pabpn1  Smyd2  Bhlhe41  Irs2  Ppp1r15a  Zfp36  Ccnd2  Ckb  Tubb5  Tspan33  Apoe  Ranbp2  Rad23a  Stat3  Psap  Eno2  Ppp1cc  Hmox1  Dnajb1  Cacybp  Gdi1  Srf  Hspa8  Eef1a2  Ywhab  Ywhah  Rtn4  Ywhae  Per1  Nfkbia  Snw1  Srsf5  Hsp90aa1  Ripk1  Vcl  Clu  Tuba1b  Cdkn1a  Gnb3  Hsp90ab1  Atp6v0c  Nr3c1  Pa2g4  Dctn2  Nop58  Tuba4a  Atp1b1  Eprs  Hspa5  Atf2  Pcna  Mapre1  Ptpn1  Eif4e  Ppp3ca  Gtf2b  Anp32b  Dnaja1  Vcp  Slc2a1  Khdrbs1  Errfi1  Uchl1  Zfp326  Atp2a2  Rnf34  Chek2  Gnb2  Iqgap1  Ppme1  Rps3  Rbbp6  Lamp1  Gas6  Rab3a  Usp2  Acat1  Ldlr  Usp37  Eef2  Tnni3  Midn  Gadd45a  Calm2  Tob1  Eef1a1  Egr2  Egr1  Ppp1r10  Cntnap2  Nrtn  Cited2  Magi2  Stat2  Os9  Rps19  Mul1  Cir1  Atf4  Arf6  Rps2  Fbl  Paxx  Taf7  Jun  Chchd3  Grb2  Actg1  Snu13  Tcp1  Cry2  Ptges3  Jund  Cdkn2d  Prmt1  Fnta  Cdh2  Mapk8ip1  Rheb  Ube4b  Adam9  Malt1  Six3  Mapk6  Cebpb  Gapdh  Srsf3  Prnp  Klf4  Sh3gl1  Hnrnpa2b1  Pgam1  Ndufs7  Ppp2ca  Hmgcr  Arhgdia  Hspd1  Dnajb2  Cst3  Anxa5  Ppid  Lmna  Eif3i  Rab6a  Got2  Pin1  Oaz1  Btg1  Adrm1  Tgif1  Cfl1  Gm10053  Eno1b  Serpinb6a
0.000635570875397717;205;3541;1.30685539186963;GO:0003676 nucleic acid binding;http://amigo.geneontology.org/amigo/term/GO:0003676;Zfp385a  Rpl13  Klf4  Fosb  Rpl8  Stat3  Slbp  Ctcf  Zfp655  Ewsr1  Rpl15  Srf  Nfe2l2  Eef1a2  Chd3  G3bp1  Irf1  Ddx39b  Arid5b  Hnrnph3  Ddx50  Hnrnpab  Nr1d1  Per1  Srsf5  Fos  Pitx1  Mbnl2  Pabpc1  Srebf2  Yaf2  Zbtb20  Eif4a2  Nr4a1  Srsf7  Celf4  Nr3c1  Rps14  Ddit3  Eif4a3  Rpl14  Klf7  Nop58  Nucks1  Tbx19  Atf3  Nr4a2  Atf2  Cstf3  Fubp1  Eif4e  Gtf2b  Xpa  Hp1bp3  Khdrbs1  Eif3i  Fosl2  Cnbp  Bhlhe40  Bhlhe41  Eif3c  Rpl4  Csrnp1  Egr3  Wbp2  Eef2  Eif1  Sbno2  Ythdc1  Upf3b  Arid5a  Klf10  Eef1a1  Egr2  Jmjd1c  Egr1  Ciart  Six3  Rpl22l1  Rps19  Pcf11  Rnf10  Atf4  Maff  Basp1  Npas4  Cxxc5  Mrps7  Zfp787  Fbl  Tgif1  Tigd2  Zfp644  Six1  Pcbp1  Klf13  Jun  Dedd2  Zfp869  Zfp771  Nfic  Klf2  Srsf11  Eif1a  Thra  Rpl18  Dbp  Rpl3  U2af1  Snu13  Crem  Srrm4  Hes6  Cry2  Ssb  Chchd2  Jund  Srsf3  Egr4  Cebpd  Eif2s2  Gm2000  Eif5a  Rps27  Hnrnpa2b1  Ccnt1  Sub1  Noct  Cdh2  Mbd2  Sirt3  Ppme1  Pkm  Zfp36  Mlf1  Socs3  Cebpb  Nfil3  Jmjd6  Eno1b  Hadhb  Klf6  Ilf2  Puf60  Hmgn2  Ranbp2  Rad23a  Ssbp2  Ptbp1  Rps18  Slc3a2  Cars  Rps5  Hspa8  Polr2i  Ddx5  Papola  Hsp90aa1  Dek  Pabpn1  Arc  Tra2b  Rcan1  Tuba1b  Hsp90ab1  Zfand5  Pa2g4  Thoc3  Sf3b1  Eprs  Pcna  Zdbf2  Eif6  Rbm39  Zranb2  Zfp326  Tra2a  Rps3  Rbbp6  Polr2c  Tiparp  Zcchc12  Tubb4b  Rpl10a  Ppp1r10  Isg20  Polr2j  Stat2  Ddx24  Gnl3  Rps2  Tst  Rpl9  Taf7  H3f3a  Rpl17  Nup98  Chrac1  Csde1  Top1  Aarsd1  Alkbh1  Prmt1  Tsc22d1  Hspd1
