Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
6.48759820053915e-33;79;300;4.84409255657709;Path:mmu05016 Huntington disease;http://www.genome.jp/kegg-bin/show_pathway?mmu05016;Ndufb11  Cox6b1  Slc25a4  Ap2a2  Bax  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Hdac2  Kif5c  Psmd7  Polr2k  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Polr2j  Sem1  Sod1  Creb3l2  Tuba1b  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Ap2s1  Psma4  Psma5  Psma7  Psmb2  Dctn3  Ndufa1  Psmd8  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Polr2e  Ndufb3  Uqcrh  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Cltc  Uqcrb  Sdhb  Polr2g  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Polr2i  Ndufab1  Ndufv2  Ndufv3
2.07545304963151e-21;53;228;4.69653465346535;Path:mmu04714 Thermogenesis;http://www.genome.jp/kegg-bin/show_pathway?mmu04714;Ndufb11  Cox6b1  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Gnas  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Prkaca  Rheb  Creb3l2  Uqcrq  Uqcrc1  Ndufs8  Ndufb6  Cox18  Coa3  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufaf3  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufaf4  Ndufa11  Ndufab1  Ndufv2  Ndufv3
5.90428305517217e-11;31;146;4.17440788196467;Path:mmu04723 Retrograde endocannabinoid signaling;http://www.genome.jp/kegg-bin/show_pathway?mmu04723;Ndufb11  Gnb2  Gnb5  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Prkaca  Ndufs8  Ndufb6  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Ndufb7  Ndufa6  Ndufa13  Ndufb8  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2
4.08816369107124e-26;78;365;3.9975432244717;Path:mmu05014 Amyotrophic lateral sclerosis;http://www.genome.jp/kegg-bin/show_pathway?mmu05014;Chchd10  Ndufb11  Cox6b1  Sec13  Bad  Bax  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Kif5c  Psmd7  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Sqstm1  Pfn1  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Srsf3  Sem1  Sod1  Alyref  Tnfrsf1a  Tuba1b  Uqcrq  Uqcrc1  Vdac1  Ndufs8  Ndufb6  Psma4  Psma5  Psma7  Psmb2  Hnrnpa2b1  Dctn3  Ndufa1  Vapb  Psmd8  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Map1lc3a  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Map1lc3b  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Ndufv3
1.05963986020478e-23;75;380;3.80124036388879;Path:mmu05010 Alzheimer disease;http://www.genome.jp/kegg-bin/show_pathway?mmu05010;Ndufb11  Cox6b1  Slc25a4  Bad  Calm2  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Csnk2b  Gapdh  Kif5c  Psmd7  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Sem1  Tnfrsf1a  Tuba1b  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Map2k2  Psma4  Psma5  Psma7  Psmb2  Ndufa1  Psmd8  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Psenen  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Rtn4  Ndufa11  Ndufab1  Ndufv2  Ndufv3
0.000162358501257007;14;87;3.77043292564551;Path:mmu04260 Cardiac muscle contraction;http://www.genome.jp/kegg-bin/show_pathway?mmu04260;Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Uqcrq  Uqcrc1  Tpm4  Cox7b  Uqcr10  Uqcrh  Uqcrc2  Uqcrb
4.09052413463338e-23;84;469;3.4033996319986;Path:mmu05022 Pathways of neurodegeneration-multiple diseases;http://www.genome.jp/kegg-bin/show_pathway?mmu05022;Ndufb11  Camk2d  Cox6b1  Slc25a4  Bad  Bax  Calm2  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Csnk2b  Kif5c  Psmd7  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Sqstm1  Prnp  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Sem1  Sod1  Tnfrsf1a  Tuba1b  Ubc  Uchl1  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Map2k2  Psma4  Psma5  Psma7  Psmb2  Dctn3  Ndufa1  Vapb  Psmd8  Park7  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Map1lc3a  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Map1lc3b  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Rps27a  Ndufv3
2.93612097541456e-07;28;131;3.2591877831851;Path:mmu03040 Spliceosome;http://www.genome.jp/kegg-bin/show_pathway?mmu03040;Snrpd2  Sf3b4  U2af1  Srsf10  Hspa8  Magoh  Srsf2  Srsf3  Snrpb  Snrpb2  Snrpd1  Snrpe  Alyref  Pcbp1  Lsm2  Lsm4  Rp9  Wbp11  Rbm8a  Sf3b6  Sf3b5  Snrnp27  Snrpd3  Lsm3  Srsf6  Snrpg  Ncbp2  Ccdc12
0.000844994963524985;17;120;2.8826854907713;Path:mmu01200 Carbon metabolism;http://www.genome.jp/kegg-bin/show_pathway?mmu01200;Acat1  Aldoa  Eno3  Esd  Gapdh  Idh3b  Mdh2  Mdh1  Pgam1  Pkm  Taldo1  Suclg1  Pgls  Sdhd  Pgp  Sdhb  Mcee
4.36591854427646e-05;113;1611;1.51866123500804;Path:mmu01100 Metabolic pathways;http://www.genome.jp/kegg-bin/show_pathway?mmu01100;Ndufb4  Ndufb11  Eprs  Glo1  Dut  Cox6b1  Qdpr  Acat1  Aldoa  Prdx6  Atp6v0d1  Atp6v1e1  Atp6v0c  Bpgm  Ckb  Ckmt1  Comt  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Dad1  Pcbd1  Ddost  Eno3  Esd  Gamt  Gapdh  Hagh  Gstp1  Guk1  Idh3b  Mdh2  Mdh1  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Nme1  Nme2  Odc1  Pgam1  Pkm  Pld3  Ptgds  Scp2  St3gal5  Srm  Taldo1  Uqcrq  Uqcrc1  Ndufs8  Smox  Ndufb6  Mat2a  Blvrb  Bpnt1  Pde10a  Dguok  Gnpnat1  Ndufa1  Pigp  Suclg1  Akr1a1  Ndufs5  Gpx4  Sirt2  Ndufb5  Ndufa3  Cox7b  Uqcr10  Pgls  Acyp1  Atp6v1g1  Atp6v1c1  Pla2g12a  Ndufc1  Ndufa12  Ndufa7  Mgst3  Ndufb3  Uqcrh  Cmpk1  Ndufb7  Sdhd  Uqcrc2  Pgp  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Pmvk  Ndufa11  Ndufab1  Coq2  Ndufv2  Mcee  Atp6v1d  Chpf  Acyp2  Ndufv3  Tusc3  Pi4k2a  Echs1
