Community,Sex,Percent Shared Markers,Database,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway ID, Pathway Name,URL,Genes
1,F ,10,GO:MF,0.000345680240922645,23,1815,2.78973097112861,GO:0140110, transcription regulator activity,http://amigo.geneontology.org/amigo/term/GO:0140110, Fosb  Dnajb1  Fos  Zbtb20  Nr3c1  Tle4  Atf3  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Klf6  Btg2  Rbpms  Tsc22d1
1,F ,10,GO:MF,0.00604790138331812,15,1138,2.76307922272048,GO:0046983, protein dimerization activity,http://amigo.geneontology.org/amigo/term/GO:0046983, Atf4  Npas4  S100a6  Psap  Hspb1  Id3  Id2  Hsp90aa1  Atp1b1  Atf3  Bhlhe40  Rbpms  Cryab  S100a10  Gstm1
1,F ,10,GO:BP,2.82295260874365E-06,34,2511,2.72782118055556,GO:0006357, reg. of transcription by RNA polymerase II,http://amigo.geneontology.org/amigo/term/GO:0006357, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Ppp1r15a  S100a10  Klf6  Btg2  Tsc22d1  Zfp36  Ezr  Ier2  Hnrnpa2b1  Gnas
1,F ,10,GO:MF,0.00314183308929036,17,1500,2.72427394885132,GO:1990837, sequence-specific double-stranded DNA binding,http://amigo.geneontology.org/amigo/term/GO:1990837, Fosb  Fos  Zbtb20  Nr3c1  Atf3  Bhlhe40  Rorb  Egr2  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Klf6  Tsc22d1
1,F ,10,GO:MF,0.00314183308929036,18,1603,2.62198581560284,GO:0043565, sequence-specific DNA binding,http://amigo.geneontology.org/amigo/term/GO:0043565, Fosb  Fos  Zbtb20  Nr3c1  Atf3  Bhlhe40  Rorb  Egr2  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Klf6  Hnrnpa2b1  Tsc22d1
1,F ,10,GO:BP,1.54580004667959E-06,41,3487,2.43967487526155,GO:0006355, reg. of transcription DNA-templated,http://amigo.geneontology.org/amigo/term/GO:0006355, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,1.54580004667959E-06,41,3488,2.43849742599743,GO:1903506, reg. of nucleic acid-templated transcription,http://amigo.geneontology.org/amigo/term/GO:1903506, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,1.54580004667959E-06,41,3496,2.43028699695366,GO:2001141, reg. of RNA biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:2001141,Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,2.82295260874365E-06,41,3603,2.34675646384889,GO:0006351, transcription DNA-templated,http://amigo.geneontology.org/amigo/term/GO:0006351, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,2.82295260874365E-06,41,3604,2.34566697616837,GO:0097659, nucleic acid-templated transcription,http://amigo.geneontology.org/amigo/term/GO:0097659, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,3.27087360811245E-06,41,3620,2.3294452128477,GO:0032774, RNA biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0032774, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Rbpms  Cryab  Zfp36  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,2.2623231932342E-06,43,3791,2.30794134727062,GO:0051252, reg. of RNA metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0051252, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Tra2b  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Hnrnpa2b1  Tle4  Rasl11a  Ppp1r15a  S100a10  Zfp36  Klf6  Hspa8  Btg2  Tsc22d1  Clu  Slc38a2  Rbpms  Cryab  Ezr  Ier2  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,2.82295260874365E-06,44,3937,2.23506457818082,GO:0010556, reg. of macromolecule biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0010556, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Tle4  Rasl11a  Ppp1r15a  S100a10  Zfp36  Klf6  Hspa8  Btg2  Hsp90aa1  Tsc22d1  Clu  Igfbp5  Rbpms  Cryab  Irs2  Ezr  Ier2  Hnrnpa2b1  Cacna1d  Gnas  Epha5
1,F ,10,GO:BP,1.54580004667959E-06,50,4947,2.09438024019941,GO:0010468, reg. of gene expression,http://amigo.geneontology.org/amigo/term/GO:0010468, Fosb  Dnajb1  Id3  Id2  Fos  Zbtb20  Tra2b  Nr3c1  Ptma  Atf3  Ccnl1  Bhlhe40  Irf2bpl  Nfkbiz  Rorb  Egr2  Jmjd1c  Egr1  Atf4  Npas4  Jun  Klf2  Jund  Cebpd  Actb  Hspb1  Hnrnpa2b1  Tle4  Rasl11a  Ppp1r15a  S100a10  Zfp36  Klf6  Hspa8  Btg2  Hsp90aa1  Tsc22d1  Clu  Slc38a2  Igfbp5  Rbpms  Cryab  Ezr  Ier2  Actg1  Atp1b1  Gnas  Cacna1d  Nrxn1  Epha5
1,F ,10,GO:MF,0.00314183308929036,28,2280,2.03571288102262,GO:0019899, enzyme binding,http://amigo.geneontology.org/amigo/term/GO:0019899, Rhoc  Ubc  Actb  Hspb1  Irs2  Ppp1r15a  Zfp36  Ccnd2  Psap  Dnajb1  Hspa8  Hsp90aa1  Clu  Nr3c1  Atp1b1  Dnaja1  Ppib  Egr2  Egr1  Atf4  Ezr  Jun  Actg1  Jund  Hnrnpa2b1  Rab6a  Btg1  Gstm1
2,M,10,GO:MF,0.00209424081761838,5,10,9.81082036775106,GO:0051920, peroxiredoxin activity,http://amigo.geneontology.org/amigo/term/GO:0051920, Prdx2  Prdx6  Prdx1  Selenof  Park7
2,M,10,GO:MF,0.000756074761598207,6,18,9.15676567656766,GO:0050136, NADH dehydrogenase (quinone) activity,http://amigo.geneontology.org/amigo/term/GO:0050136, Ndufs3  Ndufs4  Ndufv2  Ndufv1  Ndufs8  Ndufa2
2,M,10,GO:MF,1.83640521584385e-60,84,174,8.80727080341622,GO:0003735, structural constituent of ribosome,http://amigo.geneontology.org/amigo/term/GO:0003735, Rpl13  Rps11  Rpl8  Rps9  Rplp1  Rps15a  Rps25  Rpl15  Rpl19  Rps27a  Mrpl22  Mrpl57  Mrpl28  Mrpl27  Rps14  Rpl14  Rps20  Rpl22  Mrpl20  Rpl6  Rps3  Mrpl17  Rps4x  Rpl4  Rpsa  Rps29  Rps27l  Mrpl41  Mrpl55  Rps16  Mrpl23  Mrps34  Rpl12  Rps21  Rpl22l1  Rps19  Rps2  Mrps12  Rpl9  Rps8  Rpl29  Rps23  Mrps16  Rps10  Mrps14  Rpl23a  Rpl30  Rpl18  Rpl11  Rpl3  Rpl35a  Rpl26  Rpl27  Rps15  Rplp0  Rps28  Rpl23  Rpl31  Gm2000  Rps27  Rps13  Rpl24  Rpl32  Rps18  Rps5  Mrpl36  Mrpl14  Rps24  Rplp2  Mrps11  Rpl10a  Fau  Mrpl12  Rpl21  Rpl18a  Rpl36al  Mrpl18  Rps17  Rpl34  Rpl17  Rpl39  Rpl7a  Mrps24  Ndufa7
2,M,10,GO:MF,0.00444964709635475,6,21,6.86757425742574,GO:0003954, NADH dehydrogenase activity,http://amigo.geneontology.org/amigo/term/GO:0003954, Ndufs8  Ndufs3  Ndufs4  Ndufv2  Ndufv1  Ndufa2
2,M,10,GO:MF,0.000257103221738252,9,35,6.50612298071912,GO:0015453, oxidoreduction-driven active transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015453, Ndufs3  Ndufs4  Ndufv2  Cox7b  Ndufv1  Cox6a1  Ndufs8  Cox5a  Ndufa2
2,M,10,GO:MF,5.084475485394e-13,26,70,6.37703323903819,GO:0019843, rRNA binding,http://amigo.geneontology.org/amigo/term/GO:0019843, Emg1  Rps9  Rps14  Rpl12  Nop53  Mrpl18  Rplp0  Rpl23  Rps13  Npm1  Rps11  Rpl8  Rps18  Mrpl20  Rps3  Rps4x  Rpl9  Rpl23a  Rpl11  Rpl3  Rrs1  Rpl17  Rpl19  Ncl  Rpl6  Rpl4
2,M,10,GO:MF,0.000230404028145101,12,57,4.99459945994599,GO:0009055, electron transfer activity,http://amigo.geneontology.org/amigo/term/GO:0009055, Etfb  Ndufs3  Sdhb  Ndufs4  Ndufv2  Cox7b  Ndufv1  Cox6a1  Gm10053  Ndufs8  Cox5a  Ndufa2
2,M,10,GO:MF,0.000237225548301576,13,66,4.57838283828383,GO:0003743, translation initiation factor activity,http://amigo.geneontology.org/amigo/term/GO:0003743, Eif1b  Eif3h  Eif4a2  Eif3a  Eif5b  Eif3f  Eif1  Eif3k  Eif4a1  Eif3i  Eif3g  Eif4g2  Denr
2,M,10,GO:MF,1.94103437404456e-05,19,96,3.95405790579058,GO:0008135, translation factor activity RNA binding,http://amigo.geneontology.org/amigo/term/GO:0008135, Eif1b  Eef1a2  Mrpl58  Eif3h  Eif4a2  Eif3a  Eif5b  Eif3f  Eif1  Eef1a1  Eif3k  Eif4a1  Eif5a  Eif3i  Eif3g  Eif4g2  Denr  Eef1b2  Eef1g
2,M,10,GO:MF,1.39709643439089e-05,21,113,3.7459495949595,GO:0090079, translation regulator activity nucleic acid binding,http://amigo.geneontology.org/amigo/term/GO:0090079, Eif1b  Eef1a2  Mrpl58  Eif3h  Eif4a2  Eif3a  Eif5b  Eif3f  Eif1  Eef1a1  Eif3k  Eif4a1  Eif5a  Eif3i  Eif3g  Eif4g2  Denr  Eef1b2  Rps27l  Eef1g  Pcbp1
2,M,10,GO:MF,5.1065132717664e-26,96,747,3.4790877504637,GO:0005198, structural molecule activity,http://amigo.geneontology.org/amigo/term/GO:0005198, Rpl13  Rps11  Rpl8  Rps9  Rplp1  Rps15a  Rps25  Rpl15  Rpl19  Rps27a  Mrpl22  Mrpl57  Tuba1b  Mrpl28  Mrpl27  Rps14  Rpl14  Rps20  Rpl22  Mrpl20  Rpl6  Sec13  Rps3  Mrpl17  Rps4x  Rpl4  Rpsa  Rps29  Rps27l  Mrpl41  Mrpl55  Rps16  Mrpl23  Mrps34  Rpl12  Rps21  Rpl22l1  Rps19  Rps2  Mrps12  Rpl9  Rps8  Rpl29  Rps23  Mrps16  Rps10  Dsp  Mrps14  Rpl23a  Rpl30  Rpl18  Rpl11  Rpl3  Rpl35a  Rpl26  Rpl27  Rps15  Rplp0  Rps28  Rpl23  Rpl31  Gm2000  Rps27  Myl6  Rps13  Rpl24  Rpl32  Rps18  Rps5  Krt10  Mrpl36  Mrpl14  Rps24  Rplp2  Actr3  Arpc3  Mrps11  Rpl10a  Fau  Mrpl12  Rpl21  Rpl18a  Cltc  Rpl36al  Cope  Mrpl18  H3f3a  Rps17  Rpl34  Rpl17  Rpl39  Rpl7a  Mrps24  Ndufa7  Efemp1  Creld1
2,M,10,GO:MF,5.36768840534047e-06,25,151,3.46847184718472,GO:0045182, translation regulator activity,http://amigo.geneontology.org/amigo/term/GO:0045182, Eif1b  Eef1a2  Mrpl58  Eif3h  Eif4a2  Eif3a  Eif5b  Cnbp  Eif3f  Eif1  Eef1a1  Eif3k  Eif4a1  Eif5a  Eif3i  Rpl22  Eif3g  Eif4g2  Rps9  Denr  Rps14  Eef1b2  Rps27l  Eef1g  Pcbp1
2,M,10,GO:MF,0.000257103221738252,18,90,3.43378712871287,GO:0051082, unfolded protein binding,http://amigo.geneontology.org/amigo/term/GO:0051082, Cct3  Hspa8  Hsp90aa1  Cct5  Hspa9  Dnajb6  Ccdc115  Naca  Pfdn5  Pfdn2  Scg5  Pfdn1  Aip  Dnaja1  Cct6a  Dnaja2  Npm1  Srsf10
2,M,10,GO:MF,0.00174020810149445,17,143,3.03243538639578,GO:0015399, primary active transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015399, Atp1a2  Atp6v1e1  Atp6v1c1  Atp6v0d1  Atp6v1g1  Ndufs3  Atp6v1d  Ndufs4  Ndufv2  Atp6v0c  Cox7b  Ndufv1  Cox6a1  Ndufs8  Cox5a  Anxa5  Ndufa2
2,M,10,GO:MF,0.000608125342811651,38,331,2.12168960798519,GO:0003729, mRNA binding,http://amigo.geneontology.org/amigo/term/GO:0003729, Srsf6  Luc7l3  Denr  Celf4  Rps14  Eif3a  Alyref  Fubp1  Cnbp  Larp4b  Rbm4b  Serbp1  Rbm8a  Pcbp1  Hnrnpr  Gm2000  Rpl24  Noct  Tsn  Pkm  Zfp36  Hnrnpa2b1  Rps5  Hsp90aa1  Cct5  Ncbp2  Sf3b1  Ncl  Park7  Rps3  Sf3b6  Eef1a1  Rps2  Rps13  Rpl6  Rpl30  Rpl26  Srsf3
2,M,10,GO:MF,5.10535509763429e-13,130,1160,2.00851440599628,GO:0003723, RNA binding,http://amigo.geneontology.org/amigo/term/GO:0003723, C1d  Rpl13  Snrpd1  Rpl8  Emg1  Rps9  Eif1b  Lsm2  Snrpb2  Rpl15  Srsf6  Rpl19  Snrpd3  Hnrnpab  Luc7l3  Ncbp2  Denr  Celf4  Rps14  Eif3a  Alyref  Rpl14  Nop58  Tsn  Nop10  Fubp1  Srsf10  Zcchc17  Eif3i  Rpl22  Fip1l1  Rpl6  Zfp638  Cnbp  Rps4x  Rpl4  Larp4b  Rbm4b  Srsf2  Lsm3  Eif1  Serbp1  Rps27l  Rps16  Rbm8a  Rpl12  Rpl22l1  Rps19  Nop53  Hnrnpf  Pcbp1  Rps10  Tsnax  Npm1  Snrpg  Mrpl18  Rpl30  Rpl18  Rpl11  Rpl3  Rpl26  U2af1  Rpl7a  Hnrnpr  Rplp0  Srsf3  Rpl23  Polr2g  Gm2000  Rps27  Rps13  Rpl24  Hnrnpa2b1  Noct  Ncl  Snrpb  Ppme1  Pkm  Zfp36  Socs3  Hmgb1  Rps11  Pou1f1  Eif4g2  Rps18  Srp14  Rps5  Hspa8  Slirp  Hsp90aa1  Smn1  Cct5  Zcrb1  Eif4a2  Tuba1b  Sf3b1  Unc50  Srp9  Eprs  Aimp1  Rps20  Magoh  Park7  Mrpl20  Ran  Rps3  Mphosph6  Lsm4  Sf3b6  Eef1a1  Rpl10a  Ddx24  Rps2  Cltc  Rpl9  Thoc7  Eif3k  Rpl23a  Eif4a1  Rrs1  Rpl17  Rps15  Sf3b4  Eif3g  Sf3b5  Eif5a  Snrpe  Snrpn  Pcp4  Sra1
2,M,10,GO:MF,0.00174020810149445,4,5,13.7351485148515,GO:0097100, supercoiled DNA binding,http://amigo.geneontology.org/amigo/term/GO:0097100, Rps3  Top1  Psip1  Hmgb1
2,M,10,GO:MF,0.000756074761598207,5,15,11.4459570957096,GO:0031386, protein tag,http://amigo.geneontology.org/amig............o/term/GO:0031386, Ubc  Nedd8  Rps27a  Sumo1  Ubl5
2,M,10,GO:MF,0.000756074761598207,5,8,11.4459570957096,GO:0070180, large ribosomal subunit rRNA binding,http://amigo.geneontology.org/amigo/term/GO:0070180, Rpl12  Rplp0  Rpl23  Rpl17  Rpl19
2,M,10,GO:MF,0.000318907160564301,6,17,10.3013613861386,GO:0008137, NADH dehydrogenase (ubiquinone) activity,http://amigo.geneontology.org/amigo/term/GO:0008137, Ndufs3  Ndufs4  Ndufv2  Ndufv1  Ndufs8  Ndufa2
2,M,10,GO:BP,7.41777631244521E-24,29,63,10.7653866738025,GO:0042776, proton motive force-driven mitochondrial ATP synthesis,http://amigo.geneontology.org/amigo/term/GO:0042776, Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6
2,M,10,KEGG,9.59075089036599E-61,75,130,10.0013217341152,Path:mmu03010, Ribosome,http://www.genome.jp/kegg-bin/show_pathway?mmu03010,Rpl31  Rplp0  Fau  Rpsa  Rps2  Rpl10a  Rpl18  Rpl19  Rpl21  Rpl22  Mrpl23  Rpl26  Rpl27  Rpl29  Rpl30  Rpl32  Rpl6  Rpl9  Rps14  Rps15  Rps16  Rps17  Rps18  Rps19  Rps24  Rps29  Rps4x  Rps5  Mrpl22  Mrps12  Rps15a  Rpl23a  Rpl12  Rpl8  Rpl13  Rps3  Rpl7a  Rps11  Rpl3  Mrpl17  Rpl17  Rps28  Rplp1  Mrpl12  Rps27  Rpl35a  Rpl34  Mrps14  Rpl23  Mrps16  Mrpl20  Rps23  Rpl15  Rps21  Rpl36al  Rpl11  Rps10  Rpl14  Rplp2  Rpl39  Rps20  Mrpl18  Rpl4  Rps27l  Mrps11  Rpl22l1  Rps13  Rpl24  Mrpl14  Mrpl28  Rps25  Rpl18a  Rps9  Rps27a  Mrpl27
2,M,10,KEGG,1.14346641400364E-37,51,133,9.09730615918735,Path:mmu00190, Oxidative phosphorylation,http://www.genome.jp/kegg-bin/show_pathway?mmu00190,Ndufb11  Cox6b1  Atp6v0d1  Atp6v1e1  Atp6v0c  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Uqcrq  Uqcrc1  Ndufs8  Ndufb6  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Atp6v1g1  Atp6v1c1  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Atp6v1d  Ndufv3
2,M,10,GO:BP,1.86614447383839E-47,71,157,8.33500465431158,GO:0002181, cytoplasmic translation,http://amigo.geneontology.org/amigo/term/GO:0002181, Rpl8  Rplp1  Rpl15  Eif4a2  Denr  Eif3a  Zc3h15  Eif3i  Rpl22  Rpl6  Cnbp  Rpsa  Rpl22l1  Rpl9  Rpl29  Eif4a1  Rpl35a  Rpl26  Rplp0  Rpl31  Rpl24  Rpl13  Rps11  Rps9  Rps18  Rps15a  Rps25  Rpl19  Rps27a  Ncbp2  Rps14  Rps24  Rplp2  Rpl14  Rps20  Rps3  Rps4x  Rpl4  Rps29  Rps16  Rpl12  Rps21  Rps19  Rps2  Rpl18a  Rps8  Rps23  Rpl36al  Rps10  Rpl32  Rpl23a  Rpl30  Rpl18  Rpl11  Rpl3  Rps17  Rpl34  Rpl7a  Rpl27  Rps15  Rps28  Rpl23  Gm2000  Rpl39  Rps13  Pkm  Eif3h  Eif3f  Rpl10a  Eif3k  Eif3g
2,M,10,GO:BP,4.21445927877044E-19,31,80,7.74162916291629,GO:0042773, ATP synthesis coupled electron transport,http://amigo.geneontology.org/amigo/term/GO:0042773, Cox5a  Sdhd  Cox7c  Ndufv3  Ndufv2  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Sdhb  Uqcrc1  Uqcrc2  Ndufs3  Cox6c  Ndufa12  Uqcrb  Ndufb8  Ndufa8  Park7  Ndufc2  Cox5b  Chchd2  Dguok  Iscu
2,M,10,GO:BP,7.07588475021283E-30,50,143,7.38448844884488,GO:0006119, oxidative phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006119, Cox5a  Sdhd  Cox7c  Ndufv3  Ndufv2  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Cox6c  Uqcrb  Park7  Cox7b  Cox6b1  Chchd10  Cox5b  Chchd2  Dguok  Iscu
2,M,10,GO:BP,2.48988979241134E-19,35,118,6.86757425742574,GO:0009206, purine ribonucleoside triphosphate biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009206, Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6  Nme2  Nme1  Uqcc3  Dguok  Aldoa  Pkm
2,M,10,KEGG,6.33180320214402E-06,10,27,6.86757425742574,Path:mmu03060, Protein export,http://www.genome.jp/kegg-bin/show_pathway?mmu03060,Sec61g  Srp14  Srp9  Sec11a  Sec61b  Sec11c  Immp1l  Spcs2  Spcs1  Sec62
2,M,10,GO:BP,4.21445927877044E-19,35,119,6.77084785943383,GO:0009145, purine nucleoside triphosphate biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009145, Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6  Nme2  Nme1  Uqcc3  Dguok  Aldoa  Pkm
2,M,10,KEGG,1.17344584442887E-35,65,235,6.42291117600969,Path:mmu05171, Coronavirus disease-COVID-19,http://www.genome.jp/kegg-bin/show_pathway?mmu05171,Rps8  Rpl31  Rplp0  Fau  Rpsa  Rps2  Pik3r1  Rpl10a  Rpl18  Rpl19  Rpl21  Rpl22  Rpl26  Rpl27  Rpl29  Rpl30  Rpl32  Rpl6  Rpl9  Rps14  Rps15  Rps16  Rps17  Rps18  Rps19  Rps24  Rps29  Rps4x  Rps5  Tnfrsf1a  Rps15a  Rpl23a  Rpl12  Rpl8  Rpl13  Rps3  Rpl7a  Rps11  Rpl3  Rpl17  Rps28  Rplp1  Rps27  Rpl35a  Rpl34  Rpl23  Rps23  Rpl15  Rps21  Rpl36al  Rpl11  Rps10  Rpl14  Rplp2  Rpl39  Rps20  Rpl4  Rps27l  Rpl22l1  Rps13  Rpl24  Rps25  Rpl18a  Rps9  Rps27a
2,M,10,GO:BP,1.39606445492394E-27,57,197,5.88649222065064,GO:0009060, aerobic respiration,http://amigo.geneontology.org/amigo/term/GO:0009060, Cox5a  Sdhd  Sdhb  Cox7c  Mdh2  Mdh1  Ndufv3  Ndufv2  Idh3b  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Mtfr1l  Suclg1  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Cox6c  Uqcrb  Park7  Cox7b  Cox6b1  Nop53  Chchd10  Cox5b  Chchd2  Bnip3  Dguok  Iscu
2,M,10,KEGG,8.18239146465001E-24,49,154,5.65564938846826,Path:mmu04932, Non-alcoholic fatty liver disease,http://www.genome.jp/kegg-bin/show_pathway?mmu04932,Ndufb11  Cox6b1  Bax  Socs3  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Tnfrsf1a  Uqcrq  Uqcrc1  Ndufs8  Ndufb6  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Ndufv3
